University,Year,Rank
Qassim University,2024 #901-950,#901-950
Wilkes University,2021 #251-300,#251-300
Tashkent Institute of Irrigation and Agricultural Mechanization Engineers (TIIAME)-National Research University,2023 #451-500,#451-500
Tashkent Institute of Irrigation and Agricultural Mechanization Engineers (TIIAME)-National Research University,2023 #501-520,#501-520
Tashkent Institute of Irrigation and Agricultural Mechanization Engineers (TIIAME)-National Research University,2023 #351-400,#351-400
Universiti Sultan Zainal Abidin,2023 #=93,#=93
Universiti Sultan Zainal Abidin,2024 #=117,#=117
Doshisha - Graduate school of Business,2023 #121-130,#121-130
Kozminski University,2021 #451-500,#451-500
Kozminski University,2022 #401-450,#401-450
Kozminski University,2023 #451-500,#451-500
Southampton Business School,2021 #40,#40
Southampton Business School,2022 #=49,#=49
Southampton Business School,2023 #51+,#51+
Southampton Business School,2024 #51+,#51+
Southwestern University of Finance and Economics,2019 #301-350,#301-350
Southwestern University of Finance and Economics,2020 #301-350,#301-350
Southwestern University of Finance and Economics,2021 #301-350,#301-350
Southwestern University of Finance and Economics,2022 #351-400,#351-400
Southwestern University of Finance and Economics,2023 #351-400,#351-400
Falmouth University,2017 #151-200,#151-200
Falmouth University,2018 #151-200,#151-200
Falmouth University,2019 #151-200,#151-200
Falmouth University,2021 #151-200,#151-200
Falmouth University,2022 #101-150,#101-150
Falmouth University,2023 #151-200,#151-200
"Indian Institute of Engineering Science and Technology, Shibpur",2023 #=92,#=92
"Indian Institute of Engineering Science and Technology, Shibpur",2024 #=106,#=106
Escuela Superior de Administracion Pública (ESAP),2024 #=269,#=269
East West University ,2024 #1201-1400,#1201-1400
University of Texas Dallas,2014 #=366,#=366
University of Texas Dallas,2015 #=377,#=377
University of Texas Dallas,2016 #401-410,#401-410
University of Texas Dallas,2017 #=380,#=380
University of Texas Dallas,2018 #421-430,#421-430
University of Texas Dallas,2019 #=426,#=426
University of Texas Dallas,2020 #501-510,#501-510
University of Texas Dallas,2021 #531-540,#531-540
University of Texas Dallas,2022 #=477,#=477
University of Texas Dallas,2023 #521-530,#521-530
University of Texas Dallas,2024 #=520,#=520
Universitas Hasanuddin,2022 #1001-1200,#1001-1200
Universitas Hasanuddin,2023 #1001-1200,#1001-1200
Universitas Hasanuddin,2024 #1001-1200,#1001-1200
University of Kansas,2012 #401- 450,#401- 450
University of Kansas,2014 #=376,#=376
University of Kansas,2015 #=371,#=371
University of Kansas,2016 #393,#393
University of Kansas,2017 #373,#373
University of Kansas,2018 #=386,#=386
University of Kansas,2019 #=367,#=367
University of Kansas,2020 #372,#372
University of Kansas,2021 #383,#383
University of Kansas,2022 #387,#387
University of Kansas,2023 #=369,#=369
University of Kansas,2024 #=410,#=410
California State Polytechnic University - Pomona,2020 #251-300,#251-300
California State Polytechnic University - Pomona,2021 #201-250,#201-250
Universidad Autónoma de Madrid,2012 #206,#206
Universidad Autónoma de Madrid,2014 #195,#195
Universidad Autónoma de Madrid,2015 #178,#178
Universidad Autónoma de Madrid,2016 #186,#186
Universidad Autónoma de Madrid,2017 #=210,#=210
Universidad Autónoma de Madrid,2018 #187,#187
Universidad Autónoma de Madrid,2019 #159,#159
Universidad Autónoma de Madrid,2020 #192,#192
Universidad Autónoma de Madrid,2021 #200,#200
Universidad Autónoma de Madrid,2022 #=207,#=207
Universidad Autónoma de Madrid,2023 #=215,#=215
Universidad Autónoma de Madrid,2024 #=199,#=199
Universidad de San Carlos de Guatemala,2023 #1201-1400,#1201-1400
Universidad de San Carlos de Guatemala,2024 #1201-1400,#1201-1400
Northwestern University,2012 #27,#27
Northwestern University,2014 #29,#29
Northwestern University,2015 #34,#34
Northwestern University,2016 #32,#32
Northwestern University,2017 #26,#26
Northwestern University,2018 #=28,#=28
Northwestern University,2019 #34,#34
Northwestern University,2020 #31,#31
Northwestern University,2021 #29,#29
Northwestern University,2022 #30,#30
Northwestern University,2023 #32,#32
Northwestern University,2024 #=47,#=47
I. Razzakov Kyrgyz State Technical University,2024 #=19,#=19
Indian Institute of Management (IIM) - Indore,2022 #351-400,#351-400
Indian Institute of Management (IIM) - Indore,2023 #351-400,#351-400
Universidad Univer,2015 #301+,#301+
Universidad Univer,2016 #301+,#301+
"Université Jean Monnet, Saint-Etienne",2024 #1101-1150,#1101-1150
Russian State University for the Humanities ,2021 #1001+,#1001+
Russian State University for the Humanities ,2022 #1001-1200,#1001-1200
Russian State University for the Humanities ,2023 #1201-1400,#1201-1400
Russian State University for the Humanities ,2024 #1201-1400,#1201-1400
European University Institute,2015 #101-150,#101-150
European University Institute,2015 #51-100,#51-100
European University Institute,2015 #101-150,#101-150
European University Institute,2015 #101-150,#101-150
European University Institute,2016 #101-150,#101-150
European University Institute,2016 #201-300,#201-300
European University Institute,2016 #101-150,#101-150
European University Institute,2016 #44,#44
European University Institute,2016 #101-150,#101-150
European University Institute,2017 #201-250,#201-250
European University Institute,2017 #=274,#=274
European University Institute,2017 #=399,#=399
European University Institute,2017 #51-100,#51-100
European University Institute,2017 #51-100,#51-100
European University Institute,2017 #51-100,#51-100
European University Institute,2017 #101-150,#101-150
European University Institute,2018 #101-150,#101-150
European University Institute,2018 #=239,#=239
European University Institute,2018 #390,#390
European University Institute,2018 #51-100,#51-100
European University Institute,2018 #51-100,#51-100
European University Institute,2018 #51-100,#51-100
European University Institute,2018 #151-200,#151-200
European University Institute,2019 #151-200,#151-200
European University Institute,2019 #51-100,#51-100
European University Institute,2019 #51-100,#51-100
European University Institute,2019 #=35,#=35
European University Institute,2019 #51-100,#51-100
European University Institute,2019 #45,#45
European University Institute,2019 #=304,#=304
European University Institute,2019 #=213,#=213
European University Institute,2020 #151-200,#151-200
European University Institute,2020 #229,#229
European University Institute,2020 #318,#318
European University Institute,2020 #51-100,#51-100
European University Institute,2020 #51-100,#51-100
European University Institute,2020 #51-100,#51-100
European University Institute,2020 #31,#31
European University Institute,2021 #151-200,#151-200
European University Institute,2021 #=243,#=243
European University Institute,2021 #=341,#=341
European University Institute,2021 #51-100,#51-100
European University Institute,2021 #=58,#=58
European University Institute,2021 #101-120,#101-120
European University Institute,2021 #40,#40
European University Institute,2021 #97,#97
European University Institute,2022 #=249,#=249
European University Institute,2022 #151-200,#151-200
European University Institute,2022 #=95,#=95
European University Institute,2022 #32,#32
European University Institute,2022 #51-100,#51-100
European University Institute,2022 #58,#58
European University Institute,2022 #51-100,#51-100
European University Institute,2022 #=349,#=349
European University Institute,2023 #382,#382
European University Institute,2023 #275,#275
European University Institute,2023 #31,#31
European University Institute,2023 #151-200,#151-200
European University Institute,2023 #51-100,#51-100
European University Institute,2023 #48,#48
European University Institute,2023 #51-100,#51-100
European University Institute,2023 #89,#89
Nagasaki University,2012 #501- 550,#501- 550
Nagasaki University,2014 #551-600,#551-600
Nagasaki University,2015 #551-600,#551-600
Nagasaki University,2016 #551-600,#551-600
Nagasaki University,2017 #501-550,#501-550
Nagasaki University,2018 #551-600,#551-600
Nagasaki University,2019 #521-530,#521-530
Nagasaki University,2020 #531-540,#531-540
Nagasaki University,2021 #531-540,#531-540
Nagasaki University,2022 #531-540,#531-540
Nagasaki University,2023 #571-580,#571-580
Nagasaki University,2024 #801-850,#801-850
Hong Kong Shue Yan University,2023 #=198,#=198
Hong Kong Shue Yan University,2024 #=180,#=180
National Technical University  ,2014 # 701+,# 701+
National Technical University  ,2015 # 701+,# 701+
National Technical University  ,2016 #701+,#701+
National Technical University  ,2017 #701+,#701+
National Technical University  ,2018 #701-750,#701-750
National Technical University  ,2019 #701-750,#701-750
National Technical University  ,2020 #651-700,#651-700
National Technical University  ,2021 #651-700,#651-700
National Technical University  ,2022 #651-700,#651-700
National Technical University  ,2023 #651-700,#651-700
National Technical University  ,2024 #901-950,#901-950
Universidad Nacional de Río Cuarto - UNRC,2022 #1001-1200,#1001-1200
Universidad Nacional de Río Cuarto - UNRC,2023 #1001-1200,#1001-1200
Universidad Nacional de Río Cuarto - UNRC,2024 #1201-1400,#1201-1400
Gwynedd Mercy University,2020 #251-300,#251-300
University of the District of Columbia,2020 #201-250,#201-250
Southern Technical University,2023 #171-200,#171-200
Accademia Belle Arti Roma,2017 #151-200,#151-200
Accademia Belle Arti Roma,2018 #101-150,#101-150
Regis University,2020 #251-300,#251-300
Regis University,2021 #251-300,#251-300
Princess Sumaya University for Technology,2020 #801-1000,#801-1000
Princess Sumaya University for Technology,2021 #801-1000,#801-1000
Princess Sumaya University for Technology,2022 #801-1000,#801-1000
Princess Sumaya University for Technology,2023 #801-1000,#801-1000
Princess Sumaya University for Technology,2024 #901-950,#901-950
Universidad Rey Juan Carlos,2017 #701+,#701+
Universidad Rey Juan Carlos,2018 #801-1000,#801-1000
Universidad Rey Juan Carlos,2019 #801-1000,#801-1000
Universidad Rey Juan Carlos,2020 #1001+,#1001+
Universidad Rey Juan Carlos,2021 #1001+,#1001+
Universidad Rey Juan Carlos,2022 #1001-1200,#1001-1200
Universidad Rey Juan Carlos,2023 #1001-1200,#1001-1200
Universidad Rey Juan Carlos,2024 #951-1000,#951-1000
Siam University,2023 #=69,#=69
Siam University,2024 #=81,#=81
Hansung University Seoul ,2023 #=314,#=314
Hansung University Seoul ,2024 #=325,#=325
Instituto Tecnológico de Buenos Aires (ITBA),2014 #=390,#=390
Instituto Tecnológico de Buenos Aires (ITBA),2015 #401-410,#401-410
Instituto Tecnológico de Buenos Aires (ITBA),2016 #471-480,#471-480
Instituto Tecnológico de Buenos Aires (ITBA),2017 #501-550,#501-550
Instituto Tecnológico de Buenos Aires (ITBA),2018 #551-600,#551-600
Instituto Tecnológico de Buenos Aires (ITBA),2019 #581-590,#581-590
Instituto Tecnológico de Buenos Aires (ITBA),2020 #601-650,#601-650
Instituto Tecnológico de Buenos Aires (ITBA),2021 #601-650,#601-650
Instituto Tecnológico de Buenos Aires (ITBA),2022 #701-750,#701-750
Instituto Tecnológico de Buenos Aires (ITBA),2023 #751-800,#751-800
Instituto Tecnológico de Buenos Aires (ITBA),2024 #791-800,#791-800
Purchase College SUNY,2016 #31,#31
Purchase College SUNY,2017 #51-100,#51-100
Purchase College SUNY,2018 #51-100,#51-100
University of Illinois at Chicago (UIC),2012 #180,#180
University of Illinois at Chicago (UIC),2014 #192,#192
University of Illinois at Chicago (UIC),2015 #186,#186
University of Illinois at Chicago (UIC),2016 #185,#185
University of Illinois at Chicago (UIC),2017 #=187,#=187
University of Illinois at Chicago (UIC),2018 #=207,#=207
University of Illinois at Chicago (UIC),2019 #=214,#=214
University of Illinois at Chicago (UIC),2020 #231,#231
University of Illinois at Chicago (UIC),2021 #256,#256
University of Illinois at Chicago (UIC),2022 #=285,#=285
University of Illinois at Chicago (UIC),2023 #=317,#=317
University of Illinois at Chicago (UIC),2024 #=323,#=323
University of Okara,2023 #=174,#=174
University of Okara,2024 #=238,#=238
Nelson Mandela University,2024 #1051-1100,#1051-1100
Yeshiva University,2012 #241,#241
Yeshiva University,2014 #=269,#=269
Yeshiva University,2015 #=280,#=280
Yeshiva University,2016 #=384,#=384
Yeshiva University,2017 #=330,#=330
Yeshiva University,2018 #=325,#=325
Yeshiva University,2019 #=310,#=310
Yeshiva University,2020 #359,#359
Yeshiva University,2021 #341,#341
Yeshiva University,2022 #=252,#=252
Yeshiva University,2023 #=246,#=246
Yeshiva University,2024 #=369,#=369
Dr B R Ambedkar National Institute of Technology Jalandhar,2024 #=204,#=204
Dalian University of Technology,2017 #481-490,#481-490
Dalian University of Technology,2018 #551-600,#551-600
Dalian University of Technology,2019 #571-580,#571-580
Dalian University of Technology,2020 #571-580,#571-580
Dalian University of Technology,2021 #591-600,#591-600
Dalian University of Technology,2022 #571-580,#571-580
Dalian University of Technology,2023 #561-570,#561-570
Dalian University of Technology,2024 #=491,#=491
SMU – School of Computing and Information Systems,2019 #11,#11
SMU – School of Computing and Information Systems,2020 #14,#14
SMU – School of Computing and Information Systems,2021 #22,#22
SMU – School of Computing and Information Systems,2022 #24,#24
SMU – School of Computing and Information Systems,2023 #30,#30
Guru Gobind Singh Indraprastha University,2024 #1401+,#1401+
Kazan (Volga region) Federal University,2012 #601+,#601+
Kazan (Volga region) Federal University,2014 #601-650,#601-650
Kazan (Volga region) Federal University,2015 #551-600,#551-600
Kazan (Volga region) Federal University,2016 #551-600,#551-600
Kazan (Volga region) Federal University,2017 #501-550,#501-550
Kazan (Volga region) Federal University,2018 #441-450,#441-450
Kazan (Volga region) Federal University,2019 #=439,#=439
Kazan (Volga region) Federal University,2020 #392,#392
Kazan (Volga region) Federal University,2021 #370,#370
Kazan (Volga region) Federal University,2022 #=347,#=347
Kazan (Volga region) Federal University,2023 #322,#322
Kazan (Volga region) Federal University,2024 #=396,#=396
The University of Texas at Arlington College of Business,2019 #51+,#51+
The University of Texas at Arlington College of Business,2020 #51+,#51+
The University of Texas at Arlington College of Business,2021 #51+,#51+
Universidad de Concepción,2012 #551- 600,#551- 600
Universidad de Concepción,2014 #551-600,#551-600
Universidad de Concepción,2015 #601-650,#601-650
Universidad de Concepción,2016 #601-650,#601-650
Universidad de Concepción,2017 #601-650,#601-650
Universidad de Concepción,2018 #651-700,#651-700
Universidad de Concepción,2019 #651-700,#651-700
Universidad de Concepción,2020 #601-650,#601-650
Universidad de Concepción,2021 #601-650,#601-650
Universidad de Concepción,2022 #601-650,#601-650
Universidad de Concepción,2023 #601-650,#601-650
Universidad de Concepción,2024 #601-610,#601-610
Universidad de Medellín,2021 #1001+,#1001+
Universidad de Medellín,2022 #1201+,#1201+
Universidad de Medellín,2023 #1201-1400,#1201-1400
Universidad de Medellín,2024 #1201-1400,#1201-1400
University of East Anglia (UEA),2012 #236,#236
University of East Anglia (UEA),2014 #229,#229
University of East Anglia (UEA),2015 #=240,#=240
University of East Anglia (UEA),2016 #239,#239
University of East Anglia (UEA),2017 #=252,#=252
University of East Anglia (UEA),2018 #274,#274
University of East Anglia (UEA),2019 #=269,#=269
University of East Anglia (UEA),2020 #314,#314
University of East Anglia (UEA),2021 #333,#333
University of East Anglia (UEA),2022 #307,#307
University of East Anglia (UEA),2023 #342,#342
University of East Anglia (UEA),2024 #=295,#=295
ISCTE-IUL,2024 #751-760,#751-760
Norwegian University of Life Sciences,2024 #1201-1400,#1201-1400
Université de Monastir,2015 #71-80,#71-80
Université de Monastir,2016 #81-90,#81-90
Université de Monastir,2018 #71-80,#71-80
Université de Monastir,2019 #81-90,#81-90
Université de Monastir,2020 #71-80,#71-80
Université de Monastir,2021 #71-80,#71-80
Université de Monastir,2022 #71-80,#71-80
Université de Monastir,2023 #71-80,#71-80
Université de Monastir,2024 #81-90,#81-90
The University of Manchester,2012 #32,#32
The University of Manchester,2014 #33,#33
The University of Manchester,2015 #30,#30
The University of Manchester,2016 #33,#33
The University of Manchester,2017 #29,#29
The University of Manchester,2018 #34,#34
The University of Manchester,2019 #29,#29
The University of Manchester,2020 #27,#27
The University of Manchester,2021 #27,#27
The University of Manchester,2022 #=27,#=27
The University of Manchester,2023 #28,#28
The University of Manchester,2024 #32,#32
Higher School of Economics,2012 #501- 550,#501- 550
Higher School of Economics,2014 #501-550,#501-550
Higher School of Economics,2015 #501-550,#501-550
Higher School of Economics,2016 #501-550,#501-550
Higher School of Economics,2017 #411-420,#411-420
Higher School of Economics,2018 #=382,#=382
Higher School of Economics,2019 #=343,#=343
Higher School of Economics,2020 #322,#322
Higher School of Economics,2021 #298,#298
Higher School of Economics,2022 #=305,#=305
Higher School of Economics,2023 #=308,#=308
Higher School of Economics,2024 #399,#399
Universidad Autónoma de Asunción (UAA),2024 #=233,#=233
Université Stendhal Grenoble 3,2012 #601+,#601+
Université Stendhal Grenoble 3,2014 # 701+,# 701+
Université Stendhal Grenoble 3,2015 # 701+,# 701+
Université Stendhal Grenoble 3,2016 #701+,#701+
Guizhou University,2023 #=294,#=294
Guizhou University,2024 #=307,#=307
K. N. Toosi University of Technology,2020 #401-450,#401-450
K. N. Toosi University of Technology,2020 #451-500,#451-500
K. N. Toosi University of Technology,2021 #401-450,#401-450
K. N. Toosi University of Technology,2021 #451-500,#451-500
K. N. Toosi University of Technology,2022 #451-500,#451-500
K. N. Toosi University of Technology,2023 #451-500,#451-500
K. N. Toosi University of Technology,2023 #351-400,#351-400
University of York,2012 #110,#110
University of York,2014 #=114,#=114
University of York,2015 #120,#120
University of York,2016 #103,#103
University of York,2017 #127,#127
University of York,2018 #=135,#=135
University of York,2019 #134,#134
University of York,2020 #148,#148
University of York,2021 #150,#150
University of York,2022 #=151,#=151
University of York,2023 #162,#162
University of York,2024 #167,#167
University of Colombo,2012 #601+,#601+
University of Colombo,2014 # 701+,# 701+
University of Colombo,2015 # 701+,# 701+
University of Colombo,2016 #701+,#701+
University of Colombo,2017 #701+,#701+
University of Colombo,2018 #751-800,#751-800
University of Colombo,2019 #801-1000,#801-1000
University of Colombo,2020 #1001+,#1001+
University of Colombo,2021 #1001+,#1001+
University of Colombo,2022 #1001-1200,#1001-1200
University of Colombo,2023 #1201-1400,#1201-1400
University of Colombo,2024 #1001-1200,#1001-1200
University of Cincinnati,2012 #389,#389
University of Cincinnati,2014 #461-470,#461-470
University of Cincinnati,2015 #471-480,#471-480
University of Cincinnati,2016 #501-550,#501-550
University of Cincinnati,2017 #551-600,#551-600
University of Cincinnati,2018 #501-550,#501-550
University of Cincinnati,2019 #541-550,#541-550
University of Cincinnati,2020 #561-570,#561-570
University of Cincinnati,2021 #601-650,#601-650
University of Cincinnati,2022 #601-650,#601-650
University of Cincinnati,2023 #701-750,#701-750
University of Cincinnati,2024 #691-700,#691-700
National Chung Cheng University,2019 #801-1000,#801-1000
National Chung Cheng University,2020 #801-1000,#801-1000
National Chung Cheng University,2021 #801-1000,#801-1000
National Chung Cheng University,2022 #801-1000,#801-1000
National Chung Cheng University,2023 #801-1000,#801-1000
National Chung Cheng University,2024 #901-950,#901-950
Penza State University,2016 #151-200,#151-200
Penza State University,2018 #191-200,#191-200
Penza State University,2019 #201-250,#201-250
Penza State University,2020 #231-240,#231-240
Penza State University,2021 #251-300,#251-300
Penza State University,2022 #251-300,#251-300
Université Paris-Nanterre,2012 #601+,#601+
Université Paris-Nanterre,2014 # 701+,# 701+
Université Paris-Nanterre,2015 # 701+,# 701+
Université Paris-Nanterre,2016 #701+,#701+
Université Paris-Nanterre,2017 #701+,#701+
Université Paris-Nanterre,2018 #801-1000,#801-1000
Université Paris-Nanterre,2019 #801-1000,#801-1000
Université Paris-Nanterre,2020 #1001+,#1001+
Université Paris-Nanterre,2021 #1001+,#1001+
Université Paris-Nanterre,2022 #1001-1200,#1001-1200
Université Paris-Nanterre,2023 #1201-1400,#1201-1400
Université Paris-Nanterre,2024 #1201-1400,#1201-1400
University of Turin,2012 #401- 450,#401- 450
University of Turin,2014 #=399,#=399
University of Turin,2015 #394,#394
University of Turin,2016 #501-550,#501-550
University of Turin,2017 #551-600,#551-600
University of Turin,2018 #551-600,#551-600
University of Turin,2019 #571-580,#571-580
University of Turin,2020 #541-550,#541-550
University of Turin,2021 #521-530,#521-530
University of Turin,2022 #=485,#=485
University of Turin,2023 #=475,#=475
University of Turin,2024 #=364,#=364
University of Banja Luka,2024 #=134,#=134
Jordan University of Science & Technology,2012 #601+,#601+
Jordan University of Science & Technology,2014 #651-700,#651-700
Jordan University of Science & Technology,2015 #651-700,#651-700
Jordan University of Science & Technology,2016 #601-650,#601-650
Jordan University of Science & Technology,2017 #651-700,#651-700
Jordan University of Science & Technology,2018 #601-650,#601-650
Jordan University of Science & Technology,2019 #651-700,#651-700
Jordan University of Science & Technology,2020 #651-700,#651-700
Jordan University of Science & Technology,2021 #651-700,#651-700
Jordan University of Science & Technology,2022 #801-1000,#801-1000
Jordan University of Science & Technology,2023 #801-1000,#801-1000
Jordan University of Science & Technology,2024 #731-740,#731-740
Kazakh Ablai Khan University of International Relations and World Languages,2014 # 701+,# 701+
Kazakh Ablai Khan University of International Relations and World Languages,2015 # 701+,# 701+
Kazakh Ablai Khan University of International Relations and World Languages,2016 #701+,#701+
Kazakh Ablai Khan University of International Relations and World Languages,2017 #701+,#701+
Kazakh Ablai Khan University of International Relations and World Languages,2018 #801-1000,#801-1000
Kazakh Ablai Khan University of International Relations and World Languages,2019 #801-1000,#801-1000
Kazakh Ablai Khan University of International Relations and World Languages,2020 #801-1000,#801-1000
Kazakh Ablai Khan University of International Relations and World Languages,2021 #801-1000,#801-1000
Kazakh Ablai Khan University of International Relations and World Languages,2022 #801-1000,#801-1000
Kazakh Ablai Khan University of International Relations and World Languages,2023 #1001-1200,#1001-1200
Kazakh Ablai Khan University of International Relations and World Languages,2024 #1001-1200,#1001-1200
Max M. Fisher College of Business,2018 #34,#34
Max M. Fisher College of Business,2019 #50=,#50=
Max M. Fisher College of Business,2021 #55,#55
Max M. Fisher College of Business,2022 #57,#57
Max M. Fisher College of Business,2023 #=58,#=58
Max M. Fisher College of Business,2024 #61,#61
Fergana Polytechnic Institute,2024 #=49,#=49
Tambov State Technical University,2018 #161-170,#161-170
Tambov State Technical University,2019 #201-250,#201-250
Tambov State Technical University,2020 #251-300,#251-300
Tambov State Technical University,2021 #251-300,#251-300
Tambov State Technical University,2022 #251-300,#251-300
Kenan-Flagler Business School,2023 #141-150,#141-150
State institution “South Ukrainian National Pedagogical University named after K. D. Ushynsky” (Ushynsky University),2024 #=103,#=103
Atatürk Üniversitesi,2020 #351-400,#351-400
Bilkent University,2012 #401- 450,#401- 450
Bilkent University,2014 #431-440,#431-440
Bilkent University,2015 #=399,#=399
Bilkent University,2016 #=394,#=394
Bilkent University,2017 #411-420,#411-420
Bilkent University,2018 #421-430,#421-430
Bilkent University,2019 #=456,#=456
Bilkent University,2020 #501-510,#501-510
Bilkent University,2021 #551-560,#551-560
Bilkent University,2022 #591-600,#591-600
Bilkent University,2023 #561-570,#561-570
Bilkent University,2024 #=502,#=502
Universität Stuttgart,2012 #229,#229
Universität Stuttgart,2014 #248,#248
Universität Stuttgart,2015 #274,#274
