University,Year,Rank
The University of Texas Health Science Center at Houston,2017 #351-400,#351-400
The University of Texas Health Science Center at Houston,2017 #201-250,#201-250
The University of Texas Health Science Center at Houston,2017 #=321,#=321
The University of Texas Health Science Center at Houston,2018 #251-300,#251-300
The University of Texas Health Science Center at Houston,2018 #151-200,#151-200
The University of Texas Health Science Center at Houston,2018 #=288,#=288
The University of Texas Health Science Center at Houston,2019 #301-350,#301-350
The University of Texas Health Science Center at Houston,2019 #101-150,#101-150
The University of Texas Health Science Center at Houston,2019 #=255,#=255
The University of Texas Health Science Center at Houston,2020 #301-350,#301-350
The University of Texas Health Science Center at Houston,2020 #269,#269
The University of Texas Health Science Center at Houston,2020 #151-200,#151-200
The University of Texas Health Science Center at Houston,2021 #151-200,#151-200
The University of Texas Health Science Center at Houston,2021 #301-350,#301-350
The University of Texas Health Science Center at Houston,2021 #=240,#=240
The University of Texas Health Science Center at Houston,2022 #=182,#=182
The University of Texas Health Science Center at Houston,2022 #251-300,#251-300
The University of Texas Health Science Center at Houston,2022 #147,#147
The University of Texas Health Science Center at Houston,2022 #101-150,#101-150
The University of Texas Health Science Center at Houston,2023 #180,#180
The University of Texas Health Science Center at Houston,2023 #301-350,#301-350
The University of Texas Health Science Center at Houston,2023 #101-150,#101-150
The University of Texas Health Science Center at Houston,2023 #151-200,#151-200
"Sanjay Gandhi Post Graduate Institute of Medical Sciences, Lucknow (SGPGI)",2020 #451-500,#451-500
"Sanjay Gandhi Post Graduate Institute of Medical Sciences, Lucknow (SGPGI)",2021 #501-550,#501-550
"Sanjay Gandhi Post Graduate Institute of Medical Sciences, Lucknow (SGPGI)",2022 #501-550,#501-550
"Sanjay Gandhi Post Graduate Institute of Medical Sciences, Lucknow (SGPGI)",2023 #551-600,#551-600
Shanghai Conservatory of Music,2022 #43,#43
Shanghai Conservatory of Music,2023 #51-100,#51-100
"Fashion Institute of Technology (FIT), SUNY",2020 #151-200,#151-200
"Fashion Institute of Technology (FIT), SUNY",2021 #101-150,#101-150
"Fashion Institute of Technology (FIT), SUNY",2022 #151-200,#151-200
"Fashion Institute of Technology (FIT), SUNY",2023 #101-150,#101-150
Universidad de Chile,2012 #225,#225
Universidad de Chile,2014 #223,#223
Universidad de Chile,2015 #=220,#=220
Universidad de Chile,2016 #209,#209
Universidad de Chile,2017 #200,#200
Universidad de Chile,2018 #201,#201
Universidad de Chile,2019 #=208,#=208
Universidad de Chile,2020 #189,#189
Universidad de Chile,2021 #180,#180
Universidad de Chile,2022 #=183,#=183
Universidad de Chile,2023 #=167,#=167
Universidad de Chile,2024 #=159,#=159
SOKA University,2023 #=227,#=227
SOKA University,2024 #=237,#=237
University of Bedfordshire,2023 #121-130,#121-130
University at Buffalo SUNY,2012 #313,#313
University at Buffalo SUNY,2014 #302,#302
University at Buffalo SUNY,2015 #=300,#=300
University at Buffalo SUNY,2016 #=338,#=338
University at Buffalo SUNY,2017 #342,#342
University at Buffalo SUNY,2018 #318,#318
University at Buffalo SUNY,2019 #=313,#=313
University at Buffalo SUNY,2020 #340,#340
University at Buffalo SUNY,2021 #346,#346
University at Buffalo SUNY,2022 #=388,#=388
University at Buffalo SUNY,2023 #=425,#=425
University at Buffalo SUNY,2024 #=491,#=491
Institut National des Sciences Appliquées de Lyon (INSA),2015 #401-410,#401-410
Institut National des Sciences Appliquées de Lyon (INSA),2016 #=387,#=387
Institut National des Sciences Appliquées de Lyon (INSA),2017 #421-430,#421-430
Institut National des Sciences Appliquées de Lyon (INSA),2018 #451-460,#451-460
Institut National des Sciences Appliquées de Lyon (INSA),2019 #=478,#=478
Institut National des Sciences Appliquées de Lyon (INSA),2020 #501-510,#501-510
Institut National des Sciences Appliquées de Lyon (INSA),2021 #541-550,#541-550
Institut National des Sciences Appliquées de Lyon (INSA),2022 #531-540,#531-540
Institut National des Sciences Appliquées de Lyon (INSA),2023 #=457,#=457
Institut National des Sciences Appliquées de Lyon (INSA),2024 #=392,#=392
University of Music and Performing Arts Vienna  ,2016 #2,#2
University of Music and Performing Arts Vienna  ,2017 #5,#5
University of Music and Performing Arts Vienna  ,2018 #4,#4
University of Music and Performing Arts Vienna  ,2019 #=1,#=1
Selcuk University,2024 #961-980,#961-980
The Hang Seng University of Hong Kong,2023 #=294,#=294
The Hang Seng University of Hong Kong,2024 #=287,#=287
Dnipro University of Technology,2024 #=81,#=81
Université du Littoral Côte d'Opale ,2024 #=149,#=149
"Department of Accounting, Finance and Economics",2019 #101+,#101+
"Department of Accounting, Finance and Economics",2021 #101+,#101+
American University of Sharjah,2012 #401- 450,#401- 450
American University of Sharjah,2014 #431-440,#431-440
American University of Sharjah,2015 #=390,#=390
American University of Sharjah,2016 #411-420,#411-420
American University of Sharjah,2017 #441-450,#441-450
American University of Sharjah,2018 #411-420,#411-420
American University of Sharjah,2019 #=376,#=376
American University of Sharjah,2020 #371,#371
American University of Sharjah,2021 #348,#348
American University of Sharjah,2022 #=383,#=383
American University of Sharjah,2023 #=369,#=369
American University of Sharjah,2024 #=364,#=364
Tallinn University of Technology (TalTech),2014 #441-450,#441-450
Tallinn University of Technology (TalTech),2015 #501-550,#501-550
Tallinn University of Technology (TalTech),2016 #601-650,#601-650
Tallinn University of Technology (TalTech),2017 #601-650,#601-650
Tallinn University of Technology (TalTech),2018 #601-650,#601-650
Tallinn University of Technology (TalTech),2019 #601-650,#601-650
Tallinn University of Technology (TalTech),2020 #601-650,#601-650
Tallinn University of Technology (TalTech),2021 #651-700,#651-700
Tallinn University of Technology (TalTech),2022 #751-800,#751-800
Tallinn University of Technology (TalTech),2023 #701-750,#701-750
Tallinn University of Technology (TalTech),2024 #651-660,#651-660
Yildiz Technical University,2021 #1001+,#1001+
Yildiz Technical University,2022 #1201+,#1201+
Yildiz Technical University,2023 #1001-1200,#1001-1200
Yildiz Technical University,2024 #951-1000,#951-1000
Jagiellonian University,2012 #401- 450,#401- 450
Jagiellonian University,2014 #=376,#=376
Jagiellonian University,2015 #=371,#=371
Jagiellonian University,2016 #411-420,#411-420
Jagiellonian University,2017 #431-440,#431-440
Jagiellonian University,2018 #461-470,#461-470
Jagiellonian University,2019 #411,#411
Jagiellonian University,2020 #338,#338
Jagiellonian University,2021 #326,#326
Jagiellonian University,2022 #=309,#=309
Jagiellonian University,2023 #=293,#=293
Jagiellonian University,2024 #=304,#=304
Universidad Nacional Agraria la Molina,2021 #1001+,#1001+
Universidad Nacional Agraria la Molina,2022 #1001-1200,#1001-1200
Universidad Nacional Agraria la Molina,2023 #1001-1200,#1001-1200
Universidad Nacional Agraria la Molina,2024 #1201-1400,#1201-1400
John Carroll University,2021 #301-350,#301-350
Universidad de Carabobo,2023 #1201-1400,#1201-1400
Universidad de Carabobo,2024 #1201-1400,#1201-1400
University College Cork,2012 #190,#190
University College Cork,2014 #=210,#=210
University College Cork,2015 #=230,#=230
University College Cork,2016 #=233,#=233
University College Cork,2017 #=283,#=283
University College Cork,2018 #=283,#=283
University College Cork,2019 #=338,#=338
University College Cork,2020 #310,#310
University College Cork,2021 #286,#286
University College Cork,2022 #=298,#=298
University College Cork,2023 #303,#303
University College Cork,2024 #=292,#=292
Drexel University,2012 #401- 450,#401- 450
Drexel University,2014 #481-490,#481-490
Drexel University,2015 #551-600,#551-600
Drexel University,2016 #501-550,#501-550
Drexel University,2017 #501-550,#501-550
Drexel University,2018 #501-550,#501-550
Drexel University,2019 #501-510,#501-510
Drexel University,2020 #561-570,#561-570
Drexel University,2021 #601-650,#601-650
Drexel University,2022 #651-700,#651-700
Drexel University,2023 #651-700,#651-700
Drexel University,2024 #601-610,#601-610
Northwest Agriculture and Forestry University,2023 #801-1000,#801-1000
Northwest Agriculture and Forestry University,2024 #951-1000,#951-1000
Deakin University,2016 #=324,#=324
Deakin University,2017 #355,#355
Deakin University,2018 #=293,#=293
Deakin University,2019 #309,#309
Deakin University,2020 #271,#271
Deakin University,2021 #275,#275
Deakin University,2022 #283,#283
Deakin University,2023 #266,#266
Deakin University,2024 #=233,#=233
Saint Louis University (Philippines),2023 #=103,#=103
Saint Louis University (Philippines),2024 #=127,#=127
Moscow Polytechnic University,2018 #251-300,#251-300
Moscow Polytechnic University,2019 #251-300,#251-300
Moscow Polytechnic University,2020 #251-300,#251-300
Moscow Polytechnic University,2021 #301-350,#301-350
Moscow Polytechnic University,2022 #351-400,#351-400
OCAD University,2018 #151-200,#151-200
OCAD University,2019 #101-150,#101-150
OCAD University,2020 #101-150,#101-150
OCAD University,2021 #101-150,#101-150
OCAD University,2022 #101-150,#101-150
OCAD University,2023 #51-100,#51-100
Chang Gung University,2012 #451- 500,#451- 500
Chang Gung University,2014 #501-550,#501-550
Chang Gung University,2015 #431-440,#431-440
Chang Gung University,2016 #461-470,#461-470
Chang Gung University,2017 #441-450,#441-450
Chang Gung University,2018 #481-490,#481-490
Chang Gung University,2019 #=429,#=429
Chang Gung University,2020 #484,#484
Chang Gung University,2021 #493,#493
Chang Gung University,2022 #=480,#=480
Chang Gung University,2023 #=475,#=475
Chang Gung University,2024 #621-630,#621-630
Universidad Nacional de General Sarmiento (UNGS),2024 #=269,#=269
Vladimir State University named after Alexander and Nikolay Stoletovs,2021 #351-400,#351-400
Vladimir State University named after Alexander and Nikolay Stoletovs,2022 #401-450,#401-450
Al Falah University,2022 #101-110,#101-110
University of Tabuk,2020 #101-110,#101-110
University of Tabuk,2021 #91-100,#91-100
University of Tabuk,2022 #91-100,#91-100
University of Tabuk,2023 #101-110,#101-110
University of Tabuk,2024 #101-110,#101-110
Smith College,2012 #551- 600,#551- 600
Smith College,2014 #601-650,#601-650
Smith College,2015 # 701+,# 701+
Smith College,2016 #701+,#701+
Smith College,2017 #701+,#701+
Smith College,2018 #701-750,#701-750
Smith College,2019 #601-650,#601-650
Smith College,2020 #601-650,#601-650
Smith College,2021 #601-650,#601-650
Smith College,2022 #601-650,#601-650
Universidad Estatal de Sonora,2024 #=81,#=81
Woxsen University,2024 #101+,#101+
"Fashion Institute of Technology (FIT), SUNY",2020 #151-200,#151-200
"Fashion Institute of Technology (FIT), SUNY",2021 #101-150,#101-150
"Fashion Institute of Technology (FIT), SUNY",2022 #151-200,#151-200
"Fashion Institute of Technology (FIT), SUNY",2023 #101-150,#101-150
Moscow School of Management SKOLKOVO,2023 #176-200,#176-200
Kanazawa University,2012 #501- 550,#501- 550
Kanazawa University,2014 #501-550,#501-550
Kanazawa University,2015 #501-550,#501-550
Kanazawa University,2016 #551-600,#551-600
Kanazawa University,2017 #551-600,#551-600
Kanazawa University,2018 #551-600,#551-600
Kanazawa University,2019 #561-570,#561-570
Kanazawa University,2020 #581-590,#581-590
Kanazawa University,2021 #591-600,#591-600
Kanazawa University,2022 #601-650,#601-650
Kanazawa University,2023 #601-650,#601-650
Kanazawa University,2024 #851-900,#851-900
Amirkabir University of Technology,2017 #501-550,#501-550
Amirkabir University of Technology,2018 #501-550,#501-550
Amirkabir University of Technology,2019 #=498,#=498
Amirkabir University of Technology,2020 #489,#489
Amirkabir University of Technology,2021 #477,#477
Amirkabir University of Technology,2022 #=465,#=465
Amirkabir University of Technology,2023 #=443,#=443
Amirkabir University of Technology,2024 #=375,#=375
Université Paris 1 Panthéon-Sorbonne ,2012 #=218,#=218
Université Paris 1 Panthéon-Sorbonne ,2014 #225,#225
Université Paris 1 Panthéon-Sorbonne ,2015 #228,#228
Université Paris 1 Panthéon-Sorbonne ,2016 #240,#240
Université Paris 1 Panthéon-Sorbonne ,2017 #=228,#=228
Université Paris 1 Panthéon-Sorbonne ,2018 #269,#269
Université Paris 1 Panthéon-Sorbonne ,2019 #=299,#=299
Université Paris 1 Panthéon-Sorbonne ,2020 #305,#305
Université Paris 1 Panthéon-Sorbonne ,2021 #287,#287
Université Paris 1 Panthéon-Sorbonne ,2022 #=290,#=290
Université Paris 1 Panthéon-Sorbonne ,2023 #=300,#=300
Université Paris 1 Panthéon-Sorbonne ,2024 #=328,#=328
Università degli Studi di Perugia,2012 #601+,#601+
Università degli Studi di Perugia,2014 #601-650,#601-650
Università degli Studi di Perugia,2015 #551-600,#551-600
Università degli Studi di Perugia,2016 #701+,#701+
Università degli Studi di Perugia,2017 #701+,#701+
Università degli Studi di Perugia,2018 #751-800,#751-800
Università degli Studi di Perugia,2019 #751-800,#751-800
Università degli Studi di Perugia,2020 #751-800,#751-800
Università degli Studi di Perugia,2021 #751-800,#751-800
Università degli Studi di Perugia,2022 #751-800,#751-800
Università degli Studi di Perugia,2023 #801-1000,#801-1000
Università degli Studi di Perugia,2024 #661-670,#661-670
University of Messina (UniME),2022 #801-1000,#801-1000
University of Messina (UniME),2023 #801-1000,#801-1000
University of Messina (UniME),2024 #851-900,#851-900
"Alfred Lerner College of Business and Economics, The University of Delaware",2020 #43,#43
University of Rijeka,2021 #801-1000,#801-1000
University of Rijeka,2022 #1001-1200,#1001-1200
University of Rijeka,2023 #1001-1200,#1001-1200
University of Rijeka,2024 #1201-1400,#1201-1400
"Mahatma Gandhi University, Kottayam",2024 #=90,#=90
Indian Institute of Science,2016 #147,#147
Indian Institute of Science,2017 #=152,#=152
Indian Institute of Science,2018 #190,#190
Indian Institute of Science,2019 #170,#170
Indian Institute of Science,2020 #184,#184
Indian Institute of Science,2021 #185,#185
Indian Institute of Science,2022 #=186,#=186
Indian Institute of Science,2023 #=155,#=155
Indian Institute of Science,2024 #225,#225
Pirogov Russian National Research Medical University,2019 #451-500,#451-500
Pirogov Russian National Research Medical University,2020 #451-500,#451-500
Pirogov Russian National Research Medical University,2021 #451-500,#451-500
Pirogov Russian National Research Medical University,2022 #401-450,#401-450
Pirogov Russian National Research Medical University,2023 #301-350,#301-350
Pirogov Russian National Research Medical University,2023 #351-400,#351-400
Walailak University,2024 #1201+,#1201+
Ogarev Mordovia State University ,2016 #151-200,#151-200
Ogarev Mordovia State University ,2018 #151-160,#151-160
Ogarev Mordovia State University ,2019 #181-190,#181-190
Ogarev Mordovia State University ,2020 #201-210,#201-210
Ogarev Mordovia State University ,2021 #211-220,#211-220
Ogarev Mordovia State University ,2022 #221-230,#221-230
Nankai University,2012 #451- 500,#451- 500
Nankai University,2014 #=363,#=363
Nankai University,2015 #=328,#=328
Nankai University,2016 #=277,#=277
Nankai University,2017 #=315,#=315
Nankai University,2018 #=344,#=344
Nankai University,2019 #=338,#=338
Nankai University,2020 #368,#368
Nankai University,2021 #377,#377
Nankai University,2022 #=358,#=358
Nankai University,2023 #=378,#=378
Nankai University,2024 #=384,#=384
Imam Mohammad Ibn Saud Islamic University – IMSIU,2022 #1001-1200,#1001-1200
Imam Mohammad Ibn Saud Islamic University – IMSIU,2023 #1001-1200,#1001-1200
Imam Mohammad Ibn Saud Islamic University – IMSIU,2024 #1001-1200,#1001-1200
"The University of Newcastle, Australia (UON)",2012 #268,#268
"The University of Newcastle, Australia (UON)",2014 #298,#298
"The University of Newcastle, Australia (UON)",2015 #=257,#=257
"The University of Newcastle, Australia (UON)",2016 #=256,#=256
"The University of Newcastle, Australia (UON)",2017 #=245,#=245
"The University of Newcastle, Australia (UON)",2018 #=224,#=224
"The University of Newcastle, Australia (UON)",2019 #=214,#=214
"The University of Newcastle, Australia (UON)",2020 #207,#207
"The University of Newcastle, Australia (UON)",2021 #197,#197
"The University of Newcastle, Australia (UON)",2022 #197,#197
"The University of Newcastle, Australia (UON)",2023 #192,#192
"The University of Newcastle, Australia (UON)",2024 #=173,#=173
Augustana University,2020 #251-300,#251-300
Universidad de Atacama,2024 #=233,#=233
Gazi Üniversitesi,2017 #701+,#701+
Gazi Üniversitesi,2018 #801-1000,#801-1000
Gazi Üniversitesi,2019 #801-1000,#801-1000
Gazi Üniversitesi,2021 #1001+,#1001+
Gazi Üniversitesi,2022 #1001-1200,#1001-1200
Gazi Üniversitesi,2023 #1001-1200,#1001-1200
Gazi Üniversitesi,2024 #1001-1200,#1001-1200
Cairo University,2012 #501- 550,#501- 550
Cairo University,2014 #551-600,#551-600
Cairo University,2015 #551-600,#551-600
Cairo University,2016 #501-550,#501-550
Cairo University,2017 #551-600,#551-600
Cairo University,2018 #481-490,#481-490
Cairo University,2019 #521-530,#521-530
Cairo University,2020 #521-530,#521-530
Cairo University,2021 #561-570,#561-570
Cairo University,2022 #571-580,#571-580
Cairo University,2023 #551-560,#551-560
Cairo University,2024 #=371,#=371
University of Hawaii at Hilo,2023 #1001-1200,#1001-1200
National Changhua University of Education,2023 #=251,#=251
National Changhua University of Education,2024 #=256,#=256
University of Minnesota Twin Cities,2012 #104,#104
University of Minnesota Twin Cities,2014 #=102,#=102
University of Minnesota Twin Cities,2015 #119,#119
University of Minnesota Twin Cities,2016 #123,#123
University of Minnesota Twin Cities,2017 #137,#137
University of Minnesota Twin Cities,2018 #163,#163
University of Minnesota Twin Cities,2019 #=156,#=156
University of Minnesota Twin Cities,2020 #156,#156
University of Minnesota Twin Cities,2021 #177,#177
University of Minnesota Twin Cities,2022 #=186,#=186
University of Minnesota Twin Cities,2023 #=185,#=185
University of Minnesota Twin Cities,2024 #195,#195
Universiti Sains Islam Malaysia,2024 #1201-1400,#1201-1400
Novosibirsk State University,2012 #371,#371
Novosibirsk State University,2014 #352,#352
Novosibirsk State University,2015 #=328,#=328
Novosibirsk State University,2016 #317,#317
Novosibirsk State University,2017 #=291,#=291
Novosibirsk State University,2018 #=250,#=250
Novosibirsk State University,2019 #=244,#=244
Novosibirsk State University,2020 #231,#231
Novosibirsk State University,2021 #228,#228
Novosibirsk State University,2022 #=246,#=246
Novosibirsk State University,2023 #=260,#=260
Novosibirsk State University,2024 #=421,#=421
Brock University,2022 #1001-1200,#1001-1200
Brock University,2023 #1001-1200,#1001-1200
Brock University,2024 #1201-1400,#1201-1400
Xavier University ,2023 #=103,#=103
Xavier University ,2024 #=139,#=139
Duksung Women's University,2024 #=350,#=350
Donetsk National University of Economics and Trade named after Mykhailo Tugan-Baranovsky (DonNUET),2022 #401-450,#401-450
University of Cape Town Graduate School of Business,2020 #=45,#=45
Notre Dame University-Louaize NDU,2020 #801-1000,#801-1000
Notre Dame University-Louaize NDU,2021 #701-750,#701-750
Notre Dame University-Louaize NDU,2022 #701-750,#701-750
Notre Dame University-Louaize NDU,2023 #801-1000,#801-1000
Notre Dame University-Louaize NDU,2024 #901-950,#901-950
University of Texas Dallas,2014 #=366,#=366
University of Texas Dallas,2015 #=377,#=377
University of Texas Dallas,2016 #401-410,#401-410
University of Texas Dallas,2017 #=380,#=380
University of Texas Dallas,2018 #421-430,#421-430
University of Texas Dallas,2019 #=426,#=426
University of Texas Dallas,2020 #501-510,#501-510
University of Texas Dallas,2021 #531-540,#531-540
University of Texas Dallas,2022 #=477,#=477
University of Texas Dallas,2023 #521-530,#521-530
University of Texas Dallas,2024 #=520,#=520
Free University of Tbilisi,2024 #=58,#=58
Universitas Syiah Kuala,2023 #=103,#=103
Universitas Syiah Kuala,2024 #=117,#=117
California State University Northridge ,2024 #1101-1150,#1101-1150
ANDHRA UNIVERSITY,2022 #301-350,#301-350
Chang Gung University,2012 #451- 500,#451- 500
Chang Gung University,2014 #501-550,#501-550
Chang Gung University,2015 #431-440,#431-440
Chang Gung University,2016 #461-470,#461-470
Chang Gung University,2017 #441-450,#441-450
Chang Gung University,2018 #481-490,#481-490
Chang Gung University,2019 #=429,#=429
Chang Gung University,2020 #484,#484
Chang Gung University,2021 #493,#493
Chang Gung University,2022 #=480,#=480
Chang Gung University,2023 #=475,#=475
Chang Gung University,2024 #621-630,#621-630
University of Ioannina,2024 #1001-1200,#1001-1200
University of Pisa,2012 #314,#314
University of Pisa,2014 #259,#259
University of Pisa,2015 #245,#245
University of Pisa,2016 #=367,#=367
University of Pisa,2017 #431-440,#431-440
University of Pisa,2018 #421-430,#421-430
University of Pisa,2019 #=422,#=422
University of Pisa,2020 #389,#389
University of Pisa,2021 #383,#383
University of Pisa,2022 #=388,#=388
University of Pisa,2023 #404,#404
University of Pisa,2024 #=349,#=349
Hokkaido University,2012 #138,#138
Hokkaido University,2014 #144,#144
Hokkaido University,2015 #135,#135
Hokkaido University,2016 #=139,#=139
Hokkaido University,2017 #130,#130
Hokkaido University,2018 #=122,#=122
Hokkaido University,2019 #=128,#=128
Hokkaido University,2020 #132,#132
Hokkaido University,2021 #139,#139
Hokkaido University,2022 #145,#145
Hokkaido University,2023 #=141,#=141
Hokkaido University,2024 #196,#196
Academy of Fine Arts in Warsaw,2021 #101-150,#101-150
Academy of Fine Arts in Warsaw,2022 #101-150,#101-150
Academy of Fine Arts in Warsaw,2023 #151-200,#151-200
Universidade Veiga de Almeida,2024 #=233,#=233
University of South Carolina,2012 #501- 550,#501- 550
University of South Carolina,2014 #551-600,#551-600
University of South Carolina,2015 #501-550,#501-550
University of South Carolina,2016 #501-550,#501-550
University of South Carolina,2017 #551-600,#551-600
University of South Carolina,2018 #601-650,#601-650
University of South Carolina,2019 #561-570,#561-570
University of South Carolina,2020 #561-570,#561-570
University of South Carolina,2021 #571-580,#571-580
University of South Carolina,2022 #601-650,#601-650
University of South Carolina,2023 #701-750,#701-750
University of South Carolina,2024 #=575,#=575
Pontifícia Universidade Católica do Rio de Janeiro,2012 #551- 600,#551- 600
Pontifícia Universidade Católica do Rio de Janeiro,2014 #551-600,#551-600
Pontifícia Universidade Católica do Rio de Janeiro,2015 #501-550,#501-550
Pontifícia Universidade Católica do Rio de Janeiro,2016 #501-550,#501-550
Pontifícia Universidade Católica do Rio de Janeiro,2017 #501-550,#501-550
Pontifícia Universidade Católica do Rio de Janeiro,2018 #501-550,#501-550
Pontifícia Universidade Católica do Rio de Janeiro,2019 #601-650,#601-650
Pontifícia Universidade Católica do Rio de Janeiro,2020 #601-650,#601-650
Pontifícia Universidade Católica do Rio de Janeiro,2021 #651-700,#651-700
Pontifícia Universidade Católica do Rio de Janeiro,2022 #651-700,#651-700
Pontifícia Universidade Católica do Rio de Janeiro,2023 #601-650,#601-650
Pontifícia Universidade Católica do Rio de Janeiro,2024 #=595,#=595
Université Rennes 2 - Haute Bretagne,2024 #=145,#=145
University of Guelph,2012 #401- 450,#401- 450
University of Guelph,2014 #461-470,#461-470
University of Guelph,2015 #431-440,#431-440
University of Guelph,2016 #471-480,#471-480
University of Guelph,2017 #501-550,#501-550
University of Guelph,2018 #491-500,#491-500
University of Guelph,2019 #581-590,#581-590
University of Guelph,2020 #571-580,#571-580
University of Guelph,2021 #571-580,#571-580
University of Guelph,2022 #581-590,#581-590
University of Guelph,2023 #591-600,#591-600
University of Guelph,2024 #=486,#=486
University of Warmia and Mazury in Olsztyn,2023 #1001-1200,#1001-1200
University of Warmia and Mazury in Olsztyn,2024 #1201-1400,#1201-1400
The Catholic University of Korea ,2012 #451- 500,#451- 500
The Catholic University of Korea ,2014 #501-550,#501-550
The Catholic University of Korea ,2015 #501-550,#501-550
The Catholic University of Korea ,2016 #551-600,#551-600
The Catholic University of Korea ,2017 #491-500,#491-500
The Catholic University of Korea ,2018 #501-550,#501-550
The Catholic University of Korea ,2019 #=456,#=456
The Catholic University of Korea ,2020 #462,#462
The Catholic University of Korea ,2021 #456,#456
The Catholic University of Korea ,2022 #=482,#=482
The Catholic University of Korea ,2023 #=494,#=494
The Catholic University of Korea ,2024 #781-790,#781-790
Wisconsin School of Business,2023 #15,#15
Wisconsin School of Business,2024 #17,#17
D’Amore-McKim School of Business,2021 #17,#17
D’Amore-McKim School of Business,2022 #22,#22
D’Amore-McKim School of Business,2023 #24,#24
D’Amore-McKim School of Business,2024 #27,#27
Lincoln University,2014 #481-490,#481-490
Lincoln University,2015 #411-420,#411-420
Lincoln University,2016 #=373,#=373
Lincoln University,2017 #=343,#=343
Lincoln University,2018 #=319,#=319
Lincoln University,2019 #=317,#=317
Lincoln University,2020 #356,#356
Lincoln University,2021 #387,#387
Lincoln University,2022 #372,#372
Lincoln University,2023 #368,#368
Lincoln University,2024 #=362,#=362
Universität für Bodenkultur Wien,2013 #51-100,#51-100
Non-profit joint-stock company Shakarim University,2023 #=25,#=25
Non-profit joint-stock company Shakarim University,2024 #=30,#=30
Edinburgh College of Art (ECA),2017 #101-150,#101-150
Edinburgh College of Art (ECA),2018 #51-100,#51-100
Edinburgh College of Art (ECA),2019 #51-100,#51-100
Edinburgh College of Art (ECA),2020 #51-100,#51-100
Edinburgh College of Art (ECA),2021 #51-100,#51-100
Edinburgh College of Art (ECA),2022 #51-100,#51-100
Edinburgh College of Art (ECA),2023 #51-100,#51-100
University of New Hampshire,2014 #551-600,#551-600
University of New Hampshire,2015 #601-650,#601-650
University of New Hampshire,2016 #601-650,#601-650
University of New Hampshire,2017 #601-650,#601-650
University of New Hampshire,2018 #751-800,#751-800
