University,Year,Rank
Kookmin University ,2022 #1001-1200,#1001-1200
Kookmin University ,2023 #1001-1200,#1001-1200
Kookmin University ,2024 #1001-1200,#1001-1200
Université de Strasbourg,2012 #232,#232
Université de Strasbourg,2014 #226,#226
Université de Strasbourg,2015 #226,#226
Université de Strasbourg,2016 #=241,#=241
Université de Strasbourg,2017 #260,#260
Université de Strasbourg,2018 #303,#303
Université de Strasbourg,2019 #348,#348
Université de Strasbourg,2020 #379,#379
Université de Strasbourg,2021 #398,#398
Université de Strasbourg,2022 #=421,#=421
Université de Strasbourg,2023 #=434,#=434
Université de Strasbourg,2024 #=421,#=421
Universidad Autonoma Chapingo,2021 #801-1000,#801-1000
Universidad Autonoma Chapingo,2022 #801-1000,#801-1000
Universidad Autonoma Chapingo,2023 #751-800,#751-800
Universidad Autonoma Chapingo,2024 #1001-1200,#1001-1200
"University of Illinois, Springfield (UIS)",2020 #201-250,#201-250
"University of Illinois, Springfield (UIS)",2021 #251-300,#251-300
Université Paul Sabatier Toulouse III,2012 #351,#351
Université Paul Sabatier Toulouse III,2014 #=390,#=390
Université Paul Sabatier Toulouse III,2015 #441-450,#441-450
Université Paul Sabatier Toulouse III,2016 #=397,#=397
Université Paul Sabatier Toulouse III,2017 #461-470,#461-470
Université Paul Sabatier Toulouse III,2018 #501-550,#501-550
Université Paul Sabatier Toulouse III,2019 #521-530,#521-530
Université Paul Sabatier Toulouse III,2020 #511-520,#511-520
Université Paul Sabatier Toulouse III,2021 #551-560,#551-560
Université Paul Sabatier Toulouse III,2022 #551-560,#551-560
Université Paul Sabatier Toulouse III,2023 #581-590,#581-590
Université Paul Sabatier Toulouse III,2024 #=511,#=511
Lebanese University,2021 #701-750,#701-750
Lebanese University,2022 #701-750,#701-750
Lebanese University,2023 #601-650,#601-650
Lebanese University,2024 #=577,#=577
Bina Nusantara University (BINUS),2020 #801-1000,#801-1000
Bina Nusantara University (BINUS),2021 #801-1000,#801-1000
Bina Nusantara University (BINUS),2022 #1001-1200,#1001-1200
Bina Nusantara University (BINUS),2023 #1001-1200,#1001-1200
Bina Nusantara University (BINUS),2024 #1001-1200,#1001-1200
Sichuan University,2016 #491-500,#491-500
Sichuan University,2017 #551-600,#551-600
Sichuan University,2018 #551-600,#551-600
Sichuan University,2019 #601-650,#601-650
Sichuan University,2020 #601-650,#601-650
Sichuan University,2021 #531-540,#531-540
Sichuan University,2022 #=451,#=451
Sichuan University,2023 #=406,#=406
Sichuan University,2024 #=355,#=355
Institut supérieur de commerce et d'administration des entreprises  ISCAE,2022 #51+,#51+
Institut supérieur de commerce et d'administration des entreprises  ISCAE,2023 #51+,#51+
Institut supérieur de commerce et d'administration des entreprises  ISCAE,2024 #51+,#51+
University of North Carolina at Greensboro,2023 #1201-1400,#1201-1400
University of North Carolina at Greensboro,2024 #1201-1400,#1201-1400
EHL Swiss School of Tourism and Hospitality,2021 #=44,#=44
EHL Swiss School of Tourism and Hospitality,2022 #31,#31
Beijing Film Academy,2019 #101-150,#101-150
Beijing Film Academy,2020 #151-200,#151-200
Beijing Film Academy,2021 #151-200,#151-200
Beijing Film Academy,2022 #51-100,#51-100
Beijing Film Academy,2023 #51-100,#51-100
"Platov South-Russian State Polytechnic University, NPI",2021 #301-350,#301-350
"Platov South-Russian State Polytechnic University, NPI",2022 #351-400,#351-400
Ulyanovsk State University,2016 #151-200,#151-200
Ulyanovsk State University,2018 #201-250,#201-250
Ulyanovsk State University,2019 #201-250,#201-250
Ulyanovsk State University,2020 #231-240,#231-240
Ulyanovsk State University,2021 #251-300,#251-300
Ulyanovsk State University,2022 #251-300,#251-300
Zicklin School of Business,2018 #86,#86
Zicklin School of Business,2019 #101+,#101+
Islamic Azad University,2017 #251-300,#251-300
Islamic Azad University,2020 #401-450,#401-450
Islamic Azad University,2021 #551-600,#551-600
Islamic Azad University,2021 #101-150,#101-150
Islamic Azad University,2021 #401-450,#401-450
Islamic Azad University,2022 #401-410,#401-410
Islamic Azad University,2022 #551-600,#551-600
Islamic Azad University,2022 #151-160,#151-160
Islamic Azad University,2023 #401-420,#401-420
Islamic Azad University,2023 #451-500,#451-500
Islamic Azad University,2023 #151-160,#151-160
Islamic Azad University,2023 #401-420,#401-420
Islamic Azad University,2023 #501-550,#501-550
Sun Moon University,2023 #=294,#=294
Sun Moon University,2024 #=307,#=307
Tokushima University,2021 #601-650,#601-650
Tokushima University,2022 #651-700,#651-700
Tokushima University,2023 #701-750,#701-750
Tokushima University,2024 #1001-1200,#1001-1200
Williams College,2023 #301-330,#301-330
University of Vaasa,2024 #=657,#=657
John Paul II Catholic University of Lublin,2024 #=103,#=103
Université d'Orléans,2024 #1201+,#1201+
Hanoi National University of Education,2023 #=93,#=93
Hanoi National University of Education,2024 #=139,#=139
Universidade Federal do Triângulo Mineiro,2024 #=149,#=149
"Chaudhary Charan Singh University, Meerut",2024 #=219,#=219
Central Mindanao University ,2021 #601+,#601+
Central Mindanao University ,2022 #651+,#651+
Central Mindanao University ,2023 #701-750,#701-750
Católica Porto Business School,2024 #101+,#101+
Russian New University RosNOU,2018 #251-300,#251-300
Russian New University RosNOU,2021 #351-400,#351-400
Russian New University RosNOU,2022 #401-450,#401-450
Universiti Sultan Zainal Abidin,2023 #=93,#=93
Universiti Sultan Zainal Abidin,2024 #=117,#=117
Yerevan State University,2022 #801-1000,#801-1000
Yerevan State University,2023 #801-1000,#801-1000
Yerevan State University,2024 #1001-1200,#1001-1200
University of Central Florida,2016 #701+,#701+
University of Central Florida,2017 #701+,#701+
University of Central Florida,2018 #701-750,#701-750
University of Central Florida,2019 #751-800,#751-800
University of Central Florida,2020 #701-750,#701-750
University of Central Florida,2021 #701-750,#701-750
University of Central Florida,2022 #751-800,#751-800
University of Central Florida,2023 #801-1000,#801-1000
University of Central Florida,2024 #=593,#=593
Universiti Malaysia Perlis,2020 #701-750,#701-750
Universiti Malaysia Perlis,2021 #801-1000,#801-1000
Universiti Malaysia Perlis,2022 #801-1000,#801-1000
Universiti Malaysia Perlis,2023 #801-1000,#801-1000
Universiti Malaysia Perlis,2024 #1001-1200,#1001-1200
University of St.Gallen (HSG),2012 #=393,#=393
University of St.Gallen (HSG),2014 #411-420,#411-420
University of St.Gallen (HSG),2015 #421-430,#421-430
University of St.Gallen (HSG),2016 #=329,#=329
University of St.Gallen (HSG),2017 #=288,#=288
University of St.Gallen (HSG),2018 #372,#372
University of St.Gallen (HSG),2019 #375,#375
University of St.Gallen (HSG),2020 #398,#398
University of St.Gallen (HSG),2021 #428,#428
University of St.Gallen (HSG),2022 #=459,#=459
University of St.Gallen (HSG),2023 #501-510,#501-510
University of St.Gallen (HSG),2024 #=436,#=436
Université Montpellier 1,2012 #451- 500,#451- 500
Université Montpellier 1,2014 #471-480,#471-480
Université Montpellier 1,2015 #501-550,#501-550
Nove de Julho University - UNINOVE,2024 #=233,#=233
New York University (NYU),2012 #43,#43
New York University (NYU),2014 #44,#44
New York University (NYU),2015 #=41,#=41
New York University (NYU),2016 #53,#53
New York University (NYU),2017 #=46,#=46
New York University (NYU),2018 #52,#52
New York University (NYU),2019 #43,#43
New York University (NYU),2020 #39,#39
New York University (NYU),2021 #35,#35
New York University (NYU),2022 #42,#42
New York University (NYU),2023 #39,#39
New York University (NYU),2024 #=38,#=38
Indian Institute of Technology Madras (IITM),2012 #312,#312
Indian Institute of Technology Madras (IITM),2014 #=313,#=313
Indian Institute of Technology Madras (IITM),2015 #=322,#=322
Indian Institute of Technology Madras (IITM),2016 #=254,#=254
Indian Institute of Technology Madras (IITM),2017 #=249,#=249
Indian Institute of Technology Madras (IITM),2018 #=264,#=264
Indian Institute of Technology Madras (IITM),2019 #=264,#=264
Indian Institute of Technology Madras (IITM),2020 #271,#271
Indian Institute of Technology Madras (IITM),2021 #275,#275
Indian Institute of Technology Madras (IITM),2022 #=255,#=255
Indian Institute of Technology Madras (IITM),2023 #250,#250
Indian Institute of Technology Madras (IITM),2024 #=285,#=285
Shanghai Maritime University,2024 #=325,#=325
Escuela Colombiana de Ingeniería Julio Garavito ,2024 #=233,#=233
Universidad Central del Ecuador,2021 #1001+,#1001+
Universidad Central del Ecuador,2022 #1001-1200,#1001-1200
Universidad Central del Ecuador,2023 #1201-1400,#1201-1400
Universidad Central del Ecuador,2024 #1201-1400,#1201-1400
Universidad Nacional de Lujan,2024 #=269,#=269
Mahidol University,2012 #255,#255
Mahidol University,2014 #283,#283
Mahidol University,2015 #=257,#=257
Mahidol University,2016 #=295,#=295
Mahidol University,2017 #=283,#=283
Mahidol University,2018 #=334,#=334
Mahidol University,2019 #380,#380
Mahidol University,2020 #314,#314
Mahidol University,2021 #252,#252
Mahidol University,2022 #=255,#=255
Mahidol University,2023 #=256,#=256
Mahidol University,2024 #=382,#=382
İstanbul Medipol University,2024 #=58,#=58
University of Miami,2012 #231,#231
University of Miami,2014 #232,#232
University of Miami,2015 #239,#239
University of Miami,2016 #280,#280
University of Miami,2017 #=252,#=252
University of Miami,2018 #252,#252
University of Miami,2019 #=242,#=242
University of Miami,2020 #271,#271
University of Miami,2021 #291,#291
University of Miami,2022 #=311,#=311
University of Miami,2023 #=296,#=296
University of Miami,2024 #=278,#=278
Semmelweis University,2015 #151-200,#151-200
Semmelweis University,2015 #101-150,#101-150
Semmelweis University,2016 #151-200,#151-200
Semmelweis University,2016 #151-200,#151-200
Semmelweis University,2017 #151-200,#151-200
Semmelweis University,2017 #101-150,#101-150
Semmelweis University,2017 #262,#262
Semmelweis University,2018 #151-200,#151-200
Semmelweis University,2018 #151-200,#151-200
Semmelweis University,2018 #=254,#=254
Semmelweis University,2019 #201-250,#201-250
Semmelweis University,2019 #151-200,#151-200
Semmelweis University,2019 #=308,#=308
Semmelweis University,2020 #201-250,#201-250
Semmelweis University,2020 #295,#295
Semmelweis University,2020 #151-200,#151-200
Semmelweis University,2020 #51-100,#51-100
Semmelweis University,2021 #201-250,#201-250
Semmelweis University,2021 #272,#272
Semmelweis University,2021 #201-250,#201-250
Semmelweis University,2022 #=262,#=262
Semmelweis University,2022 #101-140,#101-140
Semmelweis University,2022 #201-250,#201-250
Semmelweis University,2022 #201-250,#201-250
Semmelweis University,2023 #264,#264
Semmelweis University,2023 #101-150,#101-150
Semmelweis University,2023 #201-250,#201-250
Semmelweis University,2023 #201-250,#201-250
Christian-Albrechts-University zu Kiel,2012 #265,#265
Christian-Albrechts-University zu Kiel,2014 #=293,#=293
Christian-Albrechts-University zu Kiel,2015 #396,#396
Christian-Albrechts-University zu Kiel,2016 #401-410,#401-410
Christian-Albrechts-University zu Kiel,2017 #421-430,#421-430
Christian-Albrechts-University zu Kiel,2018 #431-440,#431-440
Christian-Albrechts-University zu Kiel,2019 #=453,#=453
Christian-Albrechts-University zu Kiel,2020 #478,#478
Christian-Albrechts-University zu Kiel,2021 #501-510,#501-510
Christian-Albrechts-University zu Kiel,2022 #=494,#=494
Christian-Albrechts-University zu Kiel,2023 #521-530,#521-530
Christian-Albrechts-University zu Kiel,2024 #=530,#=530
Universitas Negeri Surabaya,2023 #=103,#=103
Universitas Negeri Surabaya,2024 #=139,#=139
Bahauddin Zakariya University ,2022 #1201+,#1201+
Bahauddin Zakariya University ,2023 #1201-1400,#1201-1400
Bahauddin Zakariya University ,2024 #1201-1400,#1201-1400
Khazar University,2012 #601+,#601+
Khazar University,2014 #651-700,#651-700
Khazar University,2015 # 701+,# 701+
Khazar University,2016 #651-700,#651-700
Khazar University,2017 #701+,#701+
Khazar University,2018 #701-750,#701-750
Universidade Federal do Rio Grande ,2024 #98,#98
Universidade Federal do Estado do Rio de Janeiro,2023 #1201-1400,#1201-1400
Universidade Federal do Estado do Rio de Janeiro,2024 #1401+,#1401+
University of Aden,2015 #91-100,#91-100
University of Aden,2024 #171-200,#171-200
University of Applied Sciences of Southern Switzerland,2024 #121,#121
"Babson College, F.W. Olin Graduate School of Business",2016 #151-200,#151-200
"Babson College, F.W. Olin Graduate School of Business",2017 #351-400,#351-400
"Babson College, F.W. Olin Graduate School of Business",2017 #101-150,#101-150
"Babson College, F.W. Olin Graduate School of Business",2017 #401-450,#401-450
"Babson College, F.W. Olin Graduate School of Business",2018 #101-150,#101-150
"Babson College, F.W. Olin Graduate School of Business",2018 #351-400,#351-400
"Babson College, F.W. Olin Graduate School of Business",2018 #451-500,#451-500
"Babson College, F.W. Olin Graduate School of Business",2019 #151-200,#151-200
"Babson College, F.W. Olin Graduate School of Business",2019 #451-500,#451-500
"Babson College, F.W. Olin Graduate School of Business",2020 #151-200,#151-200
Kyoto University,2012 #35,#35
Kyoto University,2014 #=35,#=35
Kyoto University,2015 #36,#36
Kyoto University,2016 #38,#38
Kyoto University,2017 #=37,#=37
Kyoto University,2018 #=36,#=36
Kyoto University,2019 #35,#35
Kyoto University,2020 #33,#33
Kyoto University,2021 #38,#38
Kyoto University,2022 #33,#33
Kyoto University,2023 #36,#36
Kyoto University,2024 #46,#46
University of Witwatersrand,2012 #363,#363
University of Witwatersrand,2014 #=313,#=313
University of Witwatersrand,2015 #=318,#=318
University of Witwatersrand,2016 #=331,#=331
University of Witwatersrand,2017 #=359,#=359
University of Witwatersrand,2018 #=364,#=364
University of Witwatersrand,2019 #=381,#=381
University of Witwatersrand,2020 #400,#400
University of Witwatersrand,2021 #403,#403
University of Witwatersrand,2022 #=424,#=424
University of Witwatersrand,2023 #=428,#=428
University of Witwatersrand,2024 #=264,#=264
University of the Algarve,2023 #351-400,#351-400
Masagung Graduate School of Management,2018 #101+,#101+
Masagung Graduate School of Management,2019 #101+,#101+
Masagung Graduate School of Management,2021 #101+,#101+
Masagung Graduate School of Management,2022 #141-150,#141-150
Masagung Graduate School of Management,2023 #141-150,#141-150
Masagung Graduate School of Management,2024 #151+,#151+
University of Bialystok,2022 #1001-1200,#1001-1200
University of Bialystok,2023 #1001-1200,#1001-1200
University of Bialystok,2024 #1201-1400,#1201-1400
China University of Geosciences,2021 #571-580,#571-580
China University of Geosciences,2022 #521-530,#521-530
China University of Geosciences,2023 #651-700,#651-700
China University of Geosciences,2024 #801-850,#801-850
Instituto Nacional de Matemática Pura e Aplicada (IMPA),2015 #301-400,#301-400
Instituto Nacional de Matemática Pura e Aplicada (IMPA),2017 #351-400,#351-400
Instituto Nacional de Matemática Pura e Aplicada (IMPA),2018 #301-350,#301-350
Instituto Nacional de Matemática Pura e Aplicada (IMPA),2019 #301-350,#301-350
Instituto Nacional de Matemática Pura e Aplicada (IMPA),2020 #151-200,#151-200
Instituto Nacional de Matemática Pura e Aplicada (IMPA),2021 #201-250,#201-250
Instituto Nacional de Matemática Pura e Aplicada (IMPA),2022 #151-200,#151-200
Instituto Nacional de Matemática Pura e Aplicada (IMPA),2023 #201-250,#201-250
Indian School of Business,2017 #251-300,#251-300
Indian School of Business,2018 #201-250,#201-250
Indian School of Business,2019 #201-250,#201-250
Indian School of Business,2019 #451-500,#451-500
Indian School of Business,2020 #151-200,#151-200
Indian School of Business,2020 #451-500,#451-500
Indian School of Business,2021 #151-200,#151-200
Indian School of Business,2022 #151-200,#151-200
Indian School of Business,2022 #451-500,#451-500
Indian School of Business,2023 #151-200,#151-200
Indian School of Business,2023 #401-450,#401-450
Oslo National Academy of the Arts,2017 #101-150,#101-150
Oslo National Academy of the Arts,2018 #51-100,#51-100
Oslo National Academy of the Arts,2019 #101-150,#101-150
Oslo National Academy of the Arts,2020 #51-100,#51-100
Oslo National Academy of the Arts,2021 #51-100,#51-100
Oslo National Academy of the Arts,2022 #101-150,#101-150
Oslo National Academy of the Arts,2022 #51-100,#51-100
Oslo National Academy of the Arts,2023 #101-150,#101-150
Oslo National Academy of the Arts,2023 #101-120,#101-120
XLRI Xavier School of Management,2023 #141-150,#141-150
XLRI Xavier School of Management,2024 #141-150,#141-150
Universidad Panamericana de Guatemala,2015 #301+,#301+
Universidad Panamericana de Guatemala,2016 #301+,#301+
"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",2014 #651-700,#651-700
"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",2015 #651-700,#651-700
"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",2016 #701+,#701+
"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",2017 #701+,#701+
"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",2018 #801-1000,#801-1000
"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",2019 #801-1000,#801-1000
"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",2020 #801-1000,#801-1000
"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",2021 #1001+,#1001+
"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",2022 #1001-1200,#1001-1200
"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",2023 #1201-1400,#1201-1400
"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",2024 #1201-1400,#1201-1400
Teesside University,2024 #1201+,#1201+
International Hotel School,2020 #44,#44
International Hotel School,2021 #51-100,#51-100
International Hotel School,2022 #101-150,#101-150
International Hotel School,2023 #51-100,#51-100
"Eller College of Management, University of Arizona ",2021 #35,#35
"Eller College of Management, University of Arizona ",2022 #33,#33
"Eller College of Management, University of Arizona ",2023 #37,#37
"Eller College of Management, University of Arizona ",2024 #=49,#=49
Damietta University,2022 #151-180,#151-180
Damietta University,2023 #171-200,#171-200
Damietta University,2024 #151-170,#151-170
University of Latvia,2014 # 701+,# 701+
University of Latvia,2015 # 701+,# 701+
University of Latvia,2016 #701+,#701+
University of Latvia,2017 #651-700,#651-700
University of Latvia,2018 #701-750,#701-750
University of Latvia,2019 #801-1000,#801-1000
University of Latvia,2020 #801-1000,#801-1000
University of Latvia,2021 #801-1000,#801-1000
University of Latvia,2022 #1001-1200,#1001-1200
University of Latvia,2023 #1001-1200,#1001-1200
University of Latvia,2024 #801-850,#801-850
University of Miami,2012 #231,#231
University of Miami,2014 #232,#232
University of Miami,2015 #239,#239
University of Miami,2016 #280,#280
University of Miami,2017 #=252,#=252
University of Miami,2018 #252,#252
University of Miami,2019 #=242,#=242
University of Miami,2020 #271,#271
University of Miami,2021 #291,#291
University of Miami,2022 #=311,#=311
University of Miami,2023 #=296,#=296
University of Miami,2024 #=278,#=278
"Covenant University, Nigeria",2024 #1051-1100,#1051-1100
Far Eastern Federal University,2012 #601+,#601+
Far Eastern Federal University,2014 # 701+,# 701+
Far Eastern Federal University,2015 # 701+,# 701+
Far Eastern Federal University,2016 #651-700,#651-700
Far Eastern Federal University,2017 #551-600,#551-600
Far Eastern Federal University,2018 #601-650,#601-650
Far Eastern Federal University,2019 #541-550,#541-550
Far Eastern Federal University,2020 #531-540,#531-540
Far Eastern Federal University,2021 #493,#493
Far Eastern Federal University,2022 #=461,#=461
Far Eastern Federal University,2023 #=434,#=434
Far Eastern Federal University,2024 #641-650,#641-650
Universidad Francisco De Vitoria,2024 #=134,#=134
Aydın Adnan Menderes Üniversitesi,2024 #=58,#=58
Kazan State Power Engineering University,2022 #401-450,#401-450
University of Haifa,2015 # 701+,# 701+
University of Haifa,2016 #701+,#701+
University of Haifa,2017 #651-700,#651-700
University of Haifa,2018 #601-650,#601-650
University of Haifa,2019 #651-700,#651-700
University of Haifa,2020 #651-700,#651-700
University of Haifa,2021 #701-750,#701-750
University of Haifa,2022 #701-750,#701-750
University of Haifa,2023 #701-750,#701-750
University of Haifa,2024 #651-660,#651-660
Medical University of Gdańsk,2022 #551-600,#551-600
Medical University of Gdańsk,2023 #551-600,#551-600
Yamagata University ,2023 #=251,#=251
Yamagata University ,2024 #=271,#=271
Chukyo University,2022 #651+,#651+
Chukyo University,2023 #701-750,#701-750
University of Agronomic Sciences and Veterinary Medicine of Bucharest,2017 #251-300,#251-300
University of Agronomic Sciences and Veterinary Medicine of Bucharest,2020 #351-400,#351-400
Wagner College,2020 #251-300,#251-300
Brandeis University,2012 #332,#332
Brandeis University,2014 #324,#324
Brandeis University,2015 #=316,#=316
Brandeis University,2016 #=381,#=381
Brandeis University,2017 #401-410,#401-410
Brandeis University,2018 #411-420,#411-420
Brandeis University,2019 #=429,#=429
Brandeis University,2020 #468,#468
Brandeis University,2021 #446,#446
Brandeis University,2022 #=455,#=455
Brandeis University,2023 #=497,#=497
Brandeis University,2024 #661-670,#661-670
Ivey Business School,2018 #=34,#=34
Ivey Business School,2019 #44,#44
Ivey Business School,2020 #53,#53
Ivey Business School,2021 #46,#46
Ivey Business School,2022 #41,#41
Ivey Business School,2023 #41,#41
Ivey Business School,2024 #49,#49
"Sardar Patel University, Vallabh Vidyanagar",2023 #=110,#=110
"Sardar Patel University, Vallabh Vidyanagar",2024 #=166,#=166
Universidad Autónoma del Estado de México (UAEMex),2012 #601+,#601+
Universidad Autónoma del Estado de México (UAEMex),2014 #651-700,#651-700
Universidad Autónoma del Estado de México (UAEMex),2015 # 701+,# 701+
Universidad Autónoma del Estado de México (UAEMex),2016 #701+,#701+
Universidad Autónoma del Estado de México (UAEMex),2017 #701+,#701+
Universidad Autónoma del Estado de México (UAEMex),2018 #801-1000,#801-1000
Universidad Autónoma del Estado de México (UAEMex),2019 #801-1000,#801-1000
Universidad Autónoma del Estado de México (UAEMex),2020 #801-1000,#801-1000
Universidad Autónoma del Estado de México (UAEMex),2021 #801-1000,#801-1000
Universidad Autónoma del Estado de México (UAEMex),2022 #801-1000,#801-1000
Universidad Autónoma del Estado de México (UAEMex),2023 #801-1000,#801-1000
Universidad Autónoma del Estado de México (UAEMex),2024 #1001-1200,#1001-1200
University of Ioannina,2024 #1001-1200,#1001-1200
Universidad Vasco de Quiroga (UVAQ),2015 #301+,#301+
Universidad Vasco de Quiroga (UVAQ),2016 #301+,#301+
Universidad Vasco de Quiroga (UVAQ),2021 #301-350,#301-350
"Haskayne School of Business, University of Calgary ",2022 #111-120,#111-120
"Haskayne School of Business, University of Calgary ",2023 #121-130,#121-130
"Haskayne School of Business, University of Calgary ",2024 #131-140,#131-140
Jawaharlal Nehru Centre for Advanced Scientific Research,2019 #501-550,#501-550
Jawaharlal Nehru Centre for Advanced Scientific Research,2020 #501-550,#501-550
Jawaharlal Nehru Centre for Advanced Scientific Research,2021 #601-620,#601-620
Jawaharlal Nehru Centre for Advanced Scientific Research,2021 #551-600,#551-600
Jawaharlal Nehru Centre for Advanced Scientific Research,2023 #601-650,#601-650
Universidad Nacional Autónoma de Honduras (UNAH),2022 #1201+,#1201+
Universidad Nacional Autónoma de Honduras (UNAH),2023 #1401+,#1401+
Universidad Nacional Autónoma de Honduras (UNAH),2024 #1401+,#1401+
Verona University,2014 # 701+,# 701+
